ncbi-geneid:1	hsa:1
ncbi-geneid:471	hsa:471
ncbi-geneid:4710	hsa:4710
ncbi-geneid:4711	hsa:4711
ncbi-geneid:4712	hsa:4712
ncbi-geneid:4713	hsa:4713
ncbi-geneid:4714	hsa:4714
ncbi-geneid:4715	hsa:4715
ncbi-geneid:4716	hsa:4716
ncbi-geneid:4717	hsa:4717
ncbi-geneid:4718	hsa:4718
ncbi-geneid:4719	hsa:4719
ncbi-geneid:472	hsa:472
ncbi-geneid:4720	hsa:4720
ncbi-geneid:4722	hsa:4722
ncbi-geneid:4723	hsa:4723
ncbi-geneid:4724	hsa:4724
ncbi-geneid:4725	hsa:4725
ncbi-geneid:4726	hsa:4726
ncbi-geneid:4728	hsa:4728
ncbi-geneid:4729	hsa:4729
ncbi-geneid:473	hsa:473
ncbi-geneid:4731	hsa:4731
ncbi-geneid:4733	hsa:4733
ncbi-geneid:4734	hsa:4734
ncbi-geneid:4735	hsa:4735
ncbi-geneid:4736	hsa:4736
ncbi-geneid:4738	hsa:4738
ncbi-geneid:4739	hsa:4739
ncbi-geneid:474	hsa:474
ncbi-geneid:4741	hsa:4741
ncbi-geneid:474148	hsa:474148
ncbi-geneid:474149	hsa:474149
ncbi-geneid:474150	hsa:474150
ncbi-geneid:474151	hsa:474151
ncbi-geneid:474152	hsa:474152
ncbi-geneid:474170	hsa:474170
ncbi-geneid:474338	hsa:474338
ncbi-geneid:474343	hsa:474343
ncbi-geneid:474344	hsa:474344
ncbi-geneid:474354	hsa:474354
ncbi-geneid:474381	hsa:474381
ncbi-geneid:474382	hsa:474382
ncbi-geneid:474383	hsa:474383
ncbi-geneid:474384	hsa:474384
ncbi-geneid:4744	hsa:4744
ncbi-geneid:4745	hsa:4745
ncbi-geneid:4747	hsa:4747
ncbi-geneid:475	hsa:475
ncbi-geneid:4750	hsa:4750
ncbi-geneid:4751	hsa:4751
ncbi-geneid:4752	hsa:4752
ncbi-geneid:4753	hsa:4753
ncbi-geneid:4756	hsa:4756
ncbi-geneid:4758	hsa:4758
ncbi-geneid:4759	hsa:4759
ncbi-geneid:476	hsa:476
ncbi-geneid:4760	hsa:4760
ncbi-geneid:4761	hsa:4761
ncbi-geneid:4762	hsa:4762
ncbi-geneid:4763	hsa:4763
ncbi-geneid:477	hsa:477
ncbi-geneid:4771	hsa:4771
ncbi-geneid:4772	hsa:4772
ncbi-geneid:4773	hsa:4773
ncbi-geneid:4774	hsa:4774
ncbi-geneid:4775	hsa:4775
ncbi-geneid:4776	hsa:4776
ncbi-geneid:4778	hsa:4778
ncbi-geneid:4779	hsa:4779
ncbi-geneid:478	hsa:478
ncbi-geneid:4780	hsa:4780
ncbi-geneid:4781	hsa:4781
ncbi-geneid:4782	hsa:4782
ncbi-geneid:4783	hsa:4783
ncbi-geneid:4784	hsa:4784
ncbi-geneid:479	hsa:479
ncbi-geneid:4790	hsa:4790
ncbi-geneid:4791	hsa:4791
ncbi-geneid:4792	hsa:4792
ncbi-geneid:4793	hsa:4793
ncbi-geneid:4794	hsa:4794
ncbi-geneid:4795	hsa:4795
ncbi-geneid:4796	hsa:4796
ncbi-geneid:4798	hsa:4798
ncbi-geneid:4799	hsa:4799
ncbi-geneid:48	hsa:48
ncbi-geneid:480	hsa:480
ncbi-geneid:4800	hsa:4800
ncbi-geneid:4801	hsa:4801
ncbi-geneid:4802	hsa:4802
ncbi-geneid:4803	hsa:4803
ncbi-geneid:4804	hsa:4804
ncbi-geneid:4807	hsa:4807
ncbi-geneid:4808	hsa:4808
ncbi-geneid:4809	hsa:4809
ncbi-geneid:481	hsa:481
ncbi-geneid:4810	hsa:4810
ncbi-geneid:4811	hsa:4811
ncbi-geneid:4814	hsa:4814
ncbi-geneid:4815	hsa:4815
ncbi-geneid:4817	hsa:4817
ncbi-geneid:4818	hsa:4818
ncbi-geneid:482	hsa:482
ncbi-geneid:4820	hsa:4820
ncbi-geneid:4821	hsa:4821
ncbi-geneid:4824	hsa:4824
ncbi-geneid:4825	hsa:4825
ncbi-geneid:4826	hsa:4826
ncbi-geneid:4828	hsa:4828
ncbi-geneid:4829	hsa:4829
ncbi-geneid:483	hsa:483
ncbi-geneid:4830	hsa:4830
ncbi-geneid:4831	hsa:4831
ncbi-geneid:4832	hsa:4832
ncbi-geneid:4833	hsa:4833
ncbi-geneid:4835	hsa:4835
ncbi-geneid:4836	hsa:4836
ncbi-geneid:4837	hsa:4837
ncbi-geneid:4838	hsa:4838
ncbi-geneid:4839	hsa:4839
ncbi-geneid:4841	hsa:4841
ncbi-geneid:4842	hsa:4842
ncbi-geneid:4843	hsa:4843
ncbi-geneid:4846	hsa:4846
ncbi-geneid:4848	hsa:4848
ncbi-geneid:4849	hsa:4849
ncbi-geneid:4850	hsa:4850
ncbi-geneid:4851	hsa:4851
ncbi-geneid:4852	hsa:4852
ncbi-geneid:4853	hsa:4853
ncbi-geneid:4854	hsa:4854
ncbi-geneid:4855	hsa:4855
ncbi-geneid:4856	hsa:4856
ncbi-geneid:4857	hsa:4857
ncbi-geneid:4858	hsa:4858
ncbi-geneid:486	hsa:486
ncbi-geneid:4860	hsa:4860
ncbi-geneid:4861	hsa:4861
ncbi-geneid:4862	hsa:4862
ncbi-geneid:4863	hsa:4863
ncbi-geneid:4864	hsa:4864
ncbi-geneid:4867	hsa:4867
ncbi-geneid:4868	hsa:4868
ncbi-geneid:4869	hsa:4869
ncbi-geneid:487	hsa:487
ncbi-geneid:4878	hsa:4878
ncbi-geneid:4879	hsa:4879
ncbi-geneid:488	hsa:488
ncbi-geneid:4880	hsa:4880
ncbi-geneid:4881	hsa:4881
ncbi-geneid:4882	hsa:4882
ncbi-geneid:4883	hsa:4883
ncbi-geneid:4884	hsa:4884
ncbi-geneid:4885	hsa:4885
ncbi-geneid:4886	hsa:4886
ncbi-geneid:4887	hsa:4887
ncbi-geneid:4888	hsa:4888
ncbi-geneid:4889	hsa:4889
ncbi-geneid:489	hsa:489
ncbi-geneid:4891	hsa:4891
ncbi-geneid:4892	hsa:4892
ncbi-geneid:4893	hsa:4893
ncbi-geneid:4897	hsa:4897
ncbi-geneid:4898	hsa:4898
ncbi-geneid:4899	hsa:4899
ncbi-geneid:49	hsa:49
ncbi-geneid:490	hsa:490
ncbi-geneid:4900	hsa:4900
ncbi-geneid:4901	hsa:4901
ncbi-geneid:4902	hsa:4902
ncbi-geneid:4904	hsa:4904
ncbi-geneid:4905	hsa:4905
ncbi-geneid:4907	hsa:4907
ncbi-geneid:4908	hsa:4908
ncbi-geneid:4909	hsa:4909
ncbi-geneid:491	hsa:491
ncbi-geneid:4913	hsa:4913
ncbi-geneid:4914	hsa:4914
ncbi-geneid:4915	hsa:4915
ncbi-geneid:4916	hsa:4916
ncbi-geneid:4917	hsa:4917
ncbi-geneid:4919	hsa:4919
ncbi-geneid:492	hsa:492
ncbi-geneid:4920	hsa:4920
ncbi-geneid:4921	hsa:4921
ncbi-geneid:4922	hsa:4922
ncbi-geneid:4923	hsa:4923
ncbi-geneid:492303	hsa:492303
ncbi-geneid:492307	hsa:492307
ncbi-geneid:492311	hsa:492311
ncbi-geneid:4924	hsa:4924
ncbi-geneid:4925	hsa:4925
ncbi-geneid:4926	hsa:4926
ncbi-geneid:4927	hsa:4927
ncbi-geneid:4928	hsa:4928
ncbi-geneid:4929	hsa:4929
ncbi-geneid:493	hsa:493
ncbi-geneid:4931	hsa:4931
ncbi-geneid:4935	hsa:4935
ncbi-geneid:493753	hsa:493753
ncbi-geneid:493754	hsa:493754
ncbi-geneid:4938	hsa:4938
ncbi-geneid:493812	hsa:493812
ncbi-geneid:493829	hsa:493829
ncbi-geneid:493856	hsa:493856
ncbi-geneid:493860	hsa:493860
ncbi-geneid:493861	hsa:493861
ncbi-geneid:493869	hsa:493869
ncbi-geneid:4939	hsa:4939
ncbi-geneid:493900	hsa:493900
ncbi-geneid:493901	hsa:493901
ncbi-geneid:493911	hsa:493911
ncbi-geneid:493913	hsa:493913
ncbi-geneid:4940	hsa:4940
ncbi-geneid:494115	hsa:494115
ncbi-geneid:494118	hsa:494118
ncbi-geneid:494119	hsa:494119
ncbi-geneid:494127	hsa:494127
ncbi-geneid:494141	hsa:494141
ncbi-geneid:494143	hsa:494143
ncbi-geneid:494188	hsa:494188
ncbi-geneid:494197	hsa:494197
ncbi-geneid:4942	hsa:4942
ncbi-geneid:4943	hsa:4943
ncbi-geneid:494323	hsa:494323
ncbi-geneid:494324	hsa:494324
ncbi-geneid:494325	hsa:494325
ncbi-geneid:494326	hsa:494326
ncbi-geneid:494327	hsa:494327
ncbi-geneid:494328	hsa:494328
ncbi-geneid:494329	hsa:494329
ncbi-geneid:494330	hsa:494330
ncbi-geneid:494331	hsa:494331
ncbi-geneid:494332	hsa:494332
ncbi-geneid:494333	hsa:494333
ncbi-geneid:494334	hsa:494334
ncbi-geneid:494335	hsa:494335
ncbi-geneid:494336	hsa:494336
ncbi-geneid:494337	hsa:494337
ncbi-geneid:494470	hsa:494470
ncbi-geneid:494513	hsa:494513
ncbi-geneid:494514	hsa:494514
ncbi-geneid:494551	hsa:494551
ncbi-geneid:494558	hsa:494558
ncbi-geneid:4946	hsa:4946
ncbi-geneid:4947	hsa:4947
ncbi-geneid:4948	hsa:4948
ncbi-geneid:495	hsa:495
ncbi-geneid:4951	hsa:4951
ncbi-geneid:4952	hsa:4952
ncbi-geneid:4953	hsa:4953
ncbi-geneid:4956	hsa:4956
ncbi-geneid:4957	hsa:4957
ncbi-geneid:4958	hsa:4958
ncbi-geneid:496	hsa:496
ncbi-geneid:4967	hsa:4967
ncbi-geneid:4968	hsa:4968
ncbi-geneid:4969	hsa:4969
ncbi-geneid:497048	hsa:497048
ncbi-geneid:497049	hsa:497049
ncbi-geneid:497189	hsa:497189
ncbi-geneid:497190	hsa:497190
ncbi-geneid:497256	hsa:497256
ncbi-geneid:497258	hsa:497258
ncbi-geneid:497259	hsa:497259
ncbi-geneid:4973	hsa:4973
ncbi-geneid:4974	hsa:4974
ncbi-geneid:4975	hsa:4975
ncbi-geneid:4976	hsa:4976
ncbi-geneid:497634	hsa:497634
ncbi-geneid:497661	hsa:497661
ncbi-geneid:4978	hsa:4978
ncbi-geneid:498	hsa:498
ncbi-geneid:4982	hsa:4982
ncbi-geneid:4983	hsa:4983
ncbi-geneid:4985	hsa:4985
ncbi-geneid:49854	hsa:49854
ncbi-geneid:49855	hsa:49855
ncbi-geneid:49856	hsa:49856
ncbi-geneid:4986	hsa:4986
ncbi-geneid:49860	hsa:49860
ncbi-geneid:49861	hsa:49861
ncbi-geneid:4987	hsa:4987
ncbi-geneid:4988	hsa:4988
ncbi-geneid:4990	hsa:4990
ncbi-geneid:4991	hsa:4991
ncbi-geneid:4992	hsa:4992
ncbi-geneid:4993	hsa:4993
ncbi-geneid:4994	hsa:4994
ncbi-geneid:4995	hsa:4995
ncbi-geneid:4998	hsa:4998
ncbi-geneid:4999	hsa:4999
ncbi-geneid:50	hsa:50
ncbi-geneid:5000	hsa:5000
ncbi-geneid:5001	hsa:5001
ncbi-geneid:5002	hsa:5002
ncbi-geneid:5003	hsa:5003
ncbi-geneid:5004	hsa:5004
ncbi-geneid:5005	hsa:5005
ncbi-geneid:5007	hsa:5007
ncbi-geneid:5008	hsa:5008
ncbi-geneid:5009	hsa:5009
ncbi-geneid:501	hsa:501
ncbi-geneid:5010	hsa:5010
ncbi-geneid:5013	hsa:5013
ncbi-geneid:5015	hsa:5015
ncbi-geneid:5016	hsa:5016
ncbi-geneid:5017	hsa:5017
ncbi-geneid:5018	hsa:5018
ncbi-geneid:5019	hsa:5019
ncbi-geneid:5020	hsa:5020
ncbi-geneid:5021	hsa:5021
ncbi-geneid:5023	hsa:5023
ncbi-geneid:5024	hsa:5024
ncbi-geneid:5025	hsa:5025
ncbi-geneid:5026	hsa:5026
ncbi-geneid:5027	hsa:5027
ncbi-geneid:5028	hsa:5028
ncbi-geneid:5029	hsa:5029
ncbi-geneid:5030	hsa:5030
ncbi-geneid:5031	hsa:5031
ncbi-geneid:5032	hsa:5032
ncbi-geneid:5033	hsa:5033
ncbi-geneid:5034	hsa:5034
ncbi-geneid:503497	hsa:503497
ncbi-geneid:503519	hsa:503519
ncbi-geneid:503538	hsa:503538
ncbi-geneid:503542	hsa:503542
ncbi-geneid:503569	hsa:503569
ncbi-geneid:503582	hsa:503582
ncbi-geneid:5036	hsa:5036
ncbi-geneid:503614	hsa:503614
ncbi-geneid:503618	hsa:503618
ncbi-geneid:503637	hsa:503637
ncbi-geneid:503639	hsa:503639
ncbi-geneid:503640	hsa:503640
ncbi-geneid:503645	hsa:503645
ncbi-geneid:503693	hsa:503693
ncbi-geneid:5037	hsa:5037
ncbi-geneid:503834	hsa:503834
ncbi-geneid:503835	hsa:503835
ncbi-geneid:503841	hsa:503841
ncbi-geneid:504180	hsa:504180
ncbi-geneid:504189	hsa:504189
ncbi-geneid:504190	hsa:504190
ncbi-geneid:504191	hsa:504191
ncbi-geneid:5042	hsa:5042
ncbi-geneid:5045	hsa:5045
ncbi-geneid:5046	hsa:5046
ncbi-geneid:5047	hsa:5047
ncbi-geneid:5048	hsa:5048
ncbi-geneid:50484	hsa:50484
ncbi-geneid:50485	hsa:50485
ncbi-geneid:50486	hsa:50486
ncbi-geneid:50487	hsa:50487
ncbi-geneid:50488	hsa:50488
ncbi-geneid:50489	hsa:50489
ncbi-geneid:5049	hsa:5049
ncbi-geneid:5050	hsa:5050
ncbi-geneid:50506	hsa:50506
ncbi-geneid:50507	hsa:50507
ncbi-geneid:50508	hsa:50508
ncbi-geneid:50509	hsa:50509
ncbi-geneid:5051	hsa:5051
ncbi-geneid:50511	hsa:50511
ncbi-geneid:50512	hsa:50512
ncbi-geneid:50514	hsa:50514
ncbi-geneid:50515	hsa:50515
ncbi-geneid:5052	hsa:5052
ncbi-geneid:5053	hsa:5053
ncbi-geneid:5054	hsa:5054
ncbi-geneid:5055	hsa:5055
ncbi-geneid:5058	hsa:5058
ncbi-geneid:506	hsa:506
ncbi-geneid:50604	hsa:50604
ncbi-geneid:50613	hsa:50613
ncbi-geneid:50614	hsa:50614
ncbi-geneid:50615	hsa:50615
ncbi-geneid:50616	hsa:50616
ncbi-geneid:50617	hsa:50617
ncbi-geneid:50618	hsa:50618
ncbi-geneid:50619	hsa:50619
ncbi-geneid:5062	hsa:5062
ncbi-geneid:50624	hsa:50624
ncbi-geneid:50626	hsa:50626
ncbi-geneid:50628	hsa:50628
ncbi-geneid:5063	hsa:5063
ncbi-geneid:50632	hsa:50632
ncbi-geneid:50636	hsa:50636
ncbi-geneid:5064	hsa:5064
ncbi-geneid:50640	hsa:50640
ncbi-geneid:50649	hsa:50649
ncbi-geneid:50650	hsa:50650
ncbi-geneid:50651	hsa:50651
ncbi-geneid:50652	hsa:50652
ncbi-geneid:5066	hsa:5066
ncbi-geneid:5067	hsa:5067
ncbi-geneid:50674	hsa:50674
ncbi-geneid:5068	hsa:5068
ncbi-geneid:5069	hsa:5069
ncbi-geneid:50700	hsa:50700
ncbi-geneid:5071	hsa:5071
ncbi-geneid:50717	hsa:50717
ncbi-geneid:5073	hsa:5073
ncbi-geneid:5074	hsa:5074
ncbi-geneid:5075	hsa:5075
ncbi-geneid:5076	hsa:5076
ncbi-geneid:5077	hsa:5077
ncbi-geneid:5078	hsa:5078
ncbi-geneid:5079	hsa:5079
ncbi-geneid:5080	hsa:5080
ncbi-geneid:50801	hsa:50801
ncbi-geneid:50804	hsa:50804
ncbi-geneid:50805	hsa:50805
ncbi-geneid:50807	hsa:50807
ncbi-geneid:50808	hsa:50808
ncbi-geneid:50809	hsa:50809
ncbi-geneid:5081	hsa:5081
ncbi-geneid:50810	hsa:50810
ncbi-geneid:50813	hsa:50813
ncbi-geneid:50814	hsa:50814
ncbi-geneid:5082	hsa:5082
ncbi-geneid:5083	hsa:5083
ncbi-geneid:50831	hsa:50831
ncbi-geneid:50832	hsa:50832
ncbi-geneid:50833	hsa:50833
ncbi-geneid:50834	hsa:50834
ncbi-geneid:50835	hsa:50835
ncbi-geneid:50836	hsa:50836
ncbi-geneid:50837	hsa:50837
ncbi-geneid:50838	hsa:50838
ncbi-geneid:50839	hsa:50839
ncbi-geneid:50840	hsa:50840
ncbi-geneid:50846	hsa:50846
ncbi-geneid:50848	hsa:50848
ncbi-geneid:50852	hsa:50852
ncbi-geneid:50853	hsa:50853
ncbi-geneid:50854	hsa:50854
ncbi-geneid:50855	hsa:50855
ncbi-geneid:50856	hsa:50856
ncbi-geneid:50858	hsa:50858
ncbi-geneid:50859	hsa:50859
ncbi-geneid:50861	hsa:50861
ncbi-geneid:50862	hsa:50862
ncbi-geneid:50863	hsa:50863
ncbi-geneid:50865	hsa:50865
ncbi-geneid:5087	hsa:5087
ncbi-geneid:5089	hsa:5089
ncbi-geneid:509	hsa:509
ncbi-geneid:5090	hsa:5090
ncbi-geneid:5091	hsa:5091
ncbi-geneid:5092	hsa:5092
ncbi-geneid:5093	hsa:5093
ncbi-geneid:50937	hsa:50937
ncbi-geneid:50939	hsa:50939
ncbi-geneid:5094	hsa:5094
ncbi-geneid:50940	hsa:50940
ncbi-geneid:50943	hsa:50943
ncbi-geneid:50944	hsa:50944
ncbi-geneid:50945	hsa:50945
ncbi-geneid:5095	hsa:5095
ncbi-geneid:5096	hsa:5096
ncbi-geneid:50964	hsa:50964
ncbi-geneid:5097	hsa:5097
ncbi-geneid:5098	hsa:5098
ncbi-geneid:5099	hsa:5099
ncbi-geneid:50999	hsa:50999
ncbi-geneid:51	hsa:51
ncbi-geneid:5100	hsa:5100
ncbi-geneid:51000	hsa:51000
ncbi-geneid:51001	hsa:51001
ncbi-geneid:51002	hsa:51002
ncbi-geneid:51003	hsa:51003
ncbi-geneid:51004	hsa:51004
ncbi-geneid:51005	hsa:51005
ncbi-geneid:51006	hsa:51006
ncbi-geneid:51008	hsa:51008
ncbi-geneid:51009	hsa:51009
ncbi-geneid:5101	hsa:5101
ncbi-geneid:51010	hsa:51010
ncbi-geneid:51011	hsa:51011
ncbi-geneid:51012	hsa:51012
ncbi-geneid:51013	hsa:51013
ncbi-geneid:51014	hsa:51014
ncbi-geneid:51015	hsa:51015
ncbi-geneid:51016	hsa:51016
ncbi-geneid:51018	hsa:51018
ncbi-geneid:51019	hsa:51019
ncbi-geneid:51020	hsa:51020
ncbi-geneid:51021	hsa:51021
ncbi-geneid:51022	hsa:51022
ncbi-geneid:51023	hsa:51023
ncbi-geneid:51024	hsa:51024
ncbi-geneid:51025	hsa:51025
ncbi-geneid:51026	hsa:51026
ncbi-geneid:51027	hsa:51027
ncbi-geneid:51028	hsa:51028
ncbi-geneid:51029	hsa:51029
ncbi-geneid:51030	hsa:51030
ncbi-geneid:51031	hsa:51031
ncbi-geneid:51032	hsa:51032
ncbi-geneid:51035	hsa:51035
ncbi-geneid:5104	hsa:5104
ncbi-geneid:51042	hsa:51042
ncbi-geneid:51043	hsa:51043
ncbi-geneid:51046	hsa:51046
ncbi-geneid:5105	hsa:5105
ncbi-geneid:51050	hsa:51050
ncbi-geneid:51052	hsa:51052
ncbi-geneid:51053	hsa:51053
ncbi-geneid:51054	hsa:51054
ncbi-geneid:51056	hsa:51056
ncbi-geneid:51057	hsa:51057
ncbi-geneid:51058	hsa:51058
ncbi-geneid:51059	hsa:51059
ncbi-geneid:5106	hsa:5106
ncbi-geneid:51060	hsa:51060
ncbi-geneid:51061	hsa:51061
ncbi-geneid:51062	hsa:51062
ncbi-geneid:51063	hsa:51063
ncbi-geneid:51065	hsa:51065
ncbi-geneid:51066	hsa:51066
ncbi-geneid:51067	hsa:51067
ncbi-geneid:51068	hsa:51068
ncbi-geneid:51069	hsa:51069
ncbi-geneid:51070	hsa:51070
ncbi-geneid:51071	hsa:51071
ncbi-geneid:51072	hsa:51072
ncbi-geneid:51073	hsa:51073
ncbi-geneid:51074	hsa:51074
ncbi-geneid:51075	hsa:51075
ncbi-geneid:51076	hsa:51076
ncbi-geneid:51077	hsa:51077
ncbi-geneid:51078	hsa:51078
ncbi-geneid:51079	hsa:51079
ncbi-geneid:5108	hsa:5108
ncbi-geneid:51081	hsa:51081
ncbi-geneid:51082	hsa:51082
ncbi-geneid:51083	hsa:51083
ncbi-geneid:51084	hsa:51084
ncbi-geneid:51085	hsa:51085
ncbi-geneid:51086	hsa:51086
ncbi-geneid:51087	hsa:51087
ncbi-geneid:51088	hsa:51088
ncbi-geneid:51090	hsa:51090
ncbi-geneid:51091	hsa:51091
ncbi-geneid:51092	hsa:51092
ncbi-geneid:51093	hsa:51093
ncbi-geneid:51094	hsa:51094
ncbi-geneid:51095	hsa:51095
ncbi-geneid:51096	hsa:51096
ncbi-geneid:51097	hsa:51097
ncbi-geneid:51098	hsa:51098
ncbi-geneid:51099	hsa:51099
ncbi-geneid:5110	hsa:5110
ncbi-geneid:51100	hsa:51100
ncbi-geneid:51101	hsa:51101
ncbi-geneid:51102	hsa:51102
ncbi-geneid:51103	hsa:51103
ncbi-geneid:51104	hsa:51104
ncbi-geneid:51105	hsa:51105
ncbi-geneid:51106	hsa:51106
ncbi-geneid:51107	hsa:51107
ncbi-geneid:51108	hsa:51108
ncbi-geneid:51109	hsa:51109
ncbi-geneid:5111	hsa:5111
ncbi-geneid:51110	hsa:51110
ncbi-geneid:51111	hsa:51111
ncbi-geneid:51112	hsa:51112
ncbi-geneid:51114	hsa:51114
ncbi-geneid:51115	hsa:51115
ncbi-geneid:51116	hsa:51116
ncbi-geneid:51117	hsa:51117
ncbi-geneid:51118	hsa:51118
ncbi-geneid:51119	hsa:51119
ncbi-geneid:51121	hsa:51121
ncbi-geneid:51122	hsa:51122
ncbi-geneid:51123	hsa:51123
ncbi-geneid:51124	hsa:51124
ncbi-geneid:51125	hsa:51125
ncbi-geneid:51126	hsa:51126
ncbi-geneid:51127	hsa:51127
ncbi-geneid:51128	hsa:51128
ncbi-geneid:51129	hsa:51129
ncbi-geneid:51130	hsa:51130
ncbi-geneid:51131	hsa:51131
ncbi-geneid:51132	hsa:51132
ncbi-geneid:51133	hsa:51133
ncbi-geneid:51134	hsa:51134
ncbi-geneid:51135	hsa:51135
ncbi-geneid:51136	hsa:51136
ncbi-geneid:51138	hsa:51138
ncbi-geneid:51141	hsa:51141
ncbi-geneid:51142	hsa:51142
ncbi-geneid:51143	hsa:51143
ncbi-geneid:51144	hsa:51144
ncbi-geneid:51145	hsa:51145
ncbi-geneid:51146	hsa:51146
ncbi-geneid:51147	hsa:51147
ncbi-geneid:51148	hsa:51148
ncbi-geneid:51149	hsa:51149
ncbi-geneid:51150	hsa:51150
ncbi-geneid:51151	hsa:51151
ncbi-geneid:51154	hsa:51154
ncbi-geneid:51155	hsa:51155
ncbi-geneid:51156	hsa:51156
ncbi-geneid:51157	hsa:51157
ncbi-geneid:5116	hsa:5116
ncbi-geneid:51160	hsa:51160
ncbi-geneid:51161	hsa:51161
ncbi-geneid:51162	hsa:51162
ncbi-geneid:51163	hsa:51163
ncbi-geneid:51164	hsa:51164
ncbi-geneid:51166	hsa:51166
ncbi-geneid:51167	hsa:51167
ncbi-geneid:51168	hsa:51168
ncbi-geneid:51170	hsa:51170
ncbi-geneid:51171	hsa:51171
ncbi-geneid:51172	hsa:51172
ncbi-geneid:51174	hsa:51174
ncbi-geneid:51175	hsa:51175
ncbi-geneid:51176	hsa:51176
ncbi-geneid:51177	hsa:51177
ncbi-geneid:51179	hsa:51179
ncbi-geneid:5118	hsa:5118
ncbi-geneid:51181	hsa:51181
ncbi-geneid:51182	hsa:51182
ncbi-geneid:51184	hsa:51184
ncbi-geneid:51185	hsa:51185
ncbi-geneid:51186	hsa:51186
ncbi-geneid:51187	hsa:51187
ncbi-geneid:51188	hsa:51188
ncbi-geneid:5119	hsa:5119
ncbi-geneid:51191	hsa:51191
ncbi-geneid:51192	hsa:51192
ncbi-geneid:51193	hsa:51193
ncbi-geneid:51194	hsa:51194
ncbi-geneid:51195	hsa:51195
ncbi-geneid:51196	hsa:51196
ncbi-geneid:51198	hsa:51198
ncbi-geneid:51199	hsa:51199
ncbi-geneid:51200	hsa:51200
ncbi-geneid:51201	hsa:51201
ncbi-geneid:51202	hsa:51202
ncbi-geneid:51203	hsa:51203
ncbi-geneid:51204	hsa:51204
ncbi-geneid:51205	hsa:51205
ncbi-geneid:51206	hsa:51206
ncbi-geneid:51207	hsa:51207
ncbi-geneid:51208	hsa:51208
ncbi-geneid:51209	hsa:51209
ncbi-geneid:5121	hsa:5121
ncbi-geneid:51213	hsa:51213
ncbi-geneid:51214	hsa:51214
ncbi-geneid:51218	hsa:51218
ncbi-geneid:5122	hsa:5122
ncbi-geneid:51222	hsa:51222
ncbi-geneid:51224	hsa:51224
ncbi-geneid:51225	hsa:51225
ncbi-geneid:51226	hsa:51226
ncbi-geneid:51227	hsa:51227
ncbi-geneid:51228	hsa:51228
ncbi-geneid:51230	hsa:51230
ncbi-geneid:51231	hsa:51231
ncbi-geneid:51232	hsa:51232
ncbi-geneid:51233	hsa:51233
ncbi-geneid:51234	hsa:51234
ncbi-geneid:51236	hsa:51236
ncbi-geneid:51237	hsa:51237
ncbi-geneid:51239	hsa:51239
ncbi-geneid:51241	hsa:51241
ncbi-geneid:51244	hsa:51244
ncbi-geneid:51246	hsa:51246
ncbi-geneid:51247	hsa:51247
ncbi-geneid:51248	hsa:51248
ncbi-geneid:51249	hsa:51249
ncbi-geneid:5125	hsa:5125
ncbi-geneid:51250	hsa:51250
ncbi-geneid:51251	hsa:51251
ncbi-geneid:51252	hsa:51252
ncbi-geneid:51253	hsa:51253
ncbi-geneid:51255	hsa:51255
ncbi-geneid:51256	hsa:51256
ncbi-geneid:51257	hsa:51257
ncbi-geneid:51258	hsa:51258
ncbi-geneid:51259	hsa:51259
ncbi-geneid:5126	hsa:5126
ncbi-geneid:51260	hsa:51260
ncbi-geneid:51263	hsa:51263
ncbi-geneid:51264	hsa:51264
ncbi-geneid:51265	hsa:51265
ncbi-geneid:51266	hsa:51266
ncbi-geneid:51267	hsa:51267
ncbi-geneid:51268	hsa:51268
ncbi-geneid:5127	hsa:5127
ncbi-geneid:51270	hsa:51270
ncbi-geneid:51271	hsa:51271
ncbi-geneid:51272	hsa:51272
ncbi-geneid:51274	hsa:51274
ncbi-geneid:51275	hsa:51275
ncbi-geneid:51276	hsa:51276
ncbi-geneid:51277	hsa:51277
ncbi-geneid:51278	hsa:51278
ncbi-geneid:51279	hsa:51279
ncbi-geneid:5128	hsa:5128
ncbi-geneid:51280	hsa:51280
ncbi-geneid:51281	hsa:51281
ncbi-geneid:51282	hsa:51282
ncbi-geneid:51283	hsa:51283
ncbi-geneid:51284	hsa:51284
ncbi-geneid:51285	hsa:51285
ncbi-geneid:51286	hsa:51286
ncbi-geneid:51287	hsa:51287
ncbi-geneid:51289	hsa:51289
ncbi-geneid:5129	hsa:5129
ncbi-geneid:51290	hsa:51290
ncbi-geneid:51291	hsa:51291
ncbi-geneid:51292	hsa:51292
ncbi-geneid:51293	hsa:51293
ncbi-geneid:51294	hsa:51294
ncbi-geneid:51295	hsa:51295
ncbi-geneid:51296	hsa:51296
ncbi-geneid:51297	hsa:51297
ncbi-geneid:51298	hsa:51298
ncbi-geneid:51299	hsa:51299
ncbi-geneid:513	hsa:513
ncbi-geneid:5130	hsa:5130
ncbi-geneid:51300	hsa:51300
ncbi-geneid:51301	hsa:51301
ncbi-geneid:51302	hsa:51302
ncbi-geneid:51303	hsa:51303
ncbi-geneid:51304	hsa:51304
ncbi-geneid:51305	hsa:51305
ncbi-geneid:51306	hsa:51306
ncbi-geneid:51307	hsa:51307
ncbi-geneid:51308	hsa:51308
ncbi-geneid:51309	hsa:51309
ncbi-geneid:51310	hsa:51310
ncbi-geneid:51311	hsa:51311
